,mfg,sell,demand,fcost,rma
767,438,967.98,2856,306.6,2
768,75,165.75,1859,52.5,3
769,81,179.01,3191,56.7,1
770,173,382.33000000000004,4522,121.1,2
771,298,658.58,3562,208.6,3
772,406,897.26,3676,284.2,2
773,221,488.40999999999997,3542,154.7,2
774,267,590.0699999999999,1770,186.9,1
775,89,196.69,6699,62.3,2
776,494,1091.74,4310,345.8,2
777,447,987.87,5960,312.9,3
778,386,853.0600000000001,2569,270.2,1
779,107,236.47,2709,74.9,3
780,328,724.88,3185,229.60000000000002,3
781,315,696.15,2367,220.5,3
782,441,974.61,5882,308.7,3
783,89,196.69,4718,62.3,2
784,458,1012.1800000000001,6156,320.6,1
785,420,928.2,6774,294.0,1
786,362,800.02,4025,253.4,3
787,416,919.36,2788,291.2,2
788,167,369.06999999999994,3324,116.9,2
789,242,534.8199999999999,6098,169.4,1
790,270,596.7,2020,189.0,2
791,344,760.2399999999999,5882,240.8,1
792,287,634.27,6261,200.9,2
793,117,258.57,5516,81.9,2
794,340,751.4,3332,238.0,3
795,57,125.97,5690,39.9,3
796,154,340.34000000000003,2018,107.8,3
797,495,1093.95,4038,346.5,1
798,352,777.92,1758,246.4,2
799,310,685.1,6761,217.0,2
800,497,1098.37,3452,347.9,2
801,470,1038.7,3068,329.0,3
802,341,753.61,4771,238.7,3
803,107,236.47,2212,74.9,2
804,437,965.77,2204,305.9,1
805,433,956.9300000000001,4803,303.1,2
806,200,442.0,4063,140.0,1
807,73,161.32999999999998,4165,51.1,3
808,485,1071.85,1539,339.5,2
809,356,786.76,4197,249.2,2
810,494,1091.74,1777,345.8,2
811,98,216.57999999999998,2295,68.6,1
812,441,974.61,2812,308.7,3
813,293,647.53,1546,205.1,3
814,390,861.9,5387,273.0,1
815,201,444.21,4374,140.7,3
816,392,866.3199999999999,6901,274.4,1
817,58,128.18,4255,40.6,2
818,406,897.26,5133,284.2,1
819,467,1032.07,3015,326.9,2
820,218,481.78000000000003,5453,152.6,2
821,404,892.8399999999999,6803,282.8,2
822,87,192.27,2829,60.900000000000006,3
823,70,154.7,4024,49.0,1
824,115,254.15,3472,80.5,2
825,444,981.2399999999999,6458,310.8,1
826,329,727.0899999999999,5816,230.3,3
827,72,159.12,2219,50.4,1
828,351,775.71,6773,245.7,1
829,149,329.29,5406,104.3,3
830,86,190.05999999999997,3100,60.2,1
831,385,850.85,3984,269.5,1
832,341,753.61,3172,238.7,2
833,486,1074.06,3097,340.2,1
834,163,360.23,4907,114.1,3
835,131,289.51,5362,91.7,1
836,326,720.46,4266,228.2,1
837,191,422.11,6374,133.7,2
838,435,961.35,2734,304.5,2
839,473,1045.33,6268,331.1,1
840,383,846.4300000000001,2672,268.1,2
841,248,548.08,6492,173.6,2
842,289,638.69,5252,202.3,1
843,376,830.96,1709,263.2,2
844,145,320.45,5238,101.5,2
845,412,910.52,3802,288.4,3
846,380,839.8,2508,266.0,3
847,262,579.02,2818,183.4,1
848,222,490.61999999999995,4745,155.4,1
849,455,1005.55,3565,318.5,3
850,296,654.16,6725,207.2,2
851,217,479.56999999999994,2285,151.9,1
852,446,985.6600000000001,6847,312.2,3
853,413,912.73,3715,289.1,2
854,496,1096.16,5461,347.2,3
855,275,607.75,2838,192.5,1
856,244,539.24,5281,170.8,1
857,117,258.57,2424,81.9,3
858,152,335.91999999999996,3005,106.4,3
859,119,262.99,3733,83.3,2
860,338,746.98,5026,236.60000000000002,1
861,436,963.5600000000001,1654,305.2,1
862,149,329.29,5379,104.3,1
863,74,163.54,2532,51.8,3
864,396,875.1600000000001,4192,277.2,2
865,157,346.96999999999997,1559,109.9,1
866,119,262.99,6203,83.3,3
867,225,497.25,4312,157.5,2
868,450,994.5,3416,315.0,1
869,109,240.89000000000001,2877,76.3,1
870,297,656.37,4120,207.9,3
871,289,638.69,3541,202.3,2
872,355,784.55,2785,248.5,2
873,412,910.52,6566,288.4,2
874,151,333.71,2882,105.7,1
875,269,594.49,6187,188.3,1
876,71,156.91,6287,49.7,2
877,145,320.45,6227,101.5,2
878,492,1087.32,2288,344.4,2
879,228,503.88,3085,159.6,3
880,360,795.6,5703,252.0,2
881,341,753.61,3420,238.7,1
882,357,788.97,3548,249.9,3
883,281,621.01,6400,196.7,2
884,397,877.37,5870,277.9,2
885,204,450.84000000000003,3738,142.8,2
886,238,525.98,4829,166.6,2
887,76,167.95999999999998,5540,53.2,3
888,217,479.56999999999994,3078,151.9,2
889,84,185.64000000000001,3504,58.8,3
890,57,125.97,4328,39.9,1
891,389,859.6899999999999,4135,272.3,3
892,289,638.69,5545,202.3,2
893,153,338.13,6991,107.1,3
894,450,994.5,4720,315.0,2
895,379,837.5899999999999,3783,265.3,1
896,399,881.79,6740,279.3,1
897,418,923.78,2213,292.6,1
898,434,959.1399999999999,3034,303.8,3
899,285,629.85,3072,199.5,3
900,271,598.91,6402,189.7,2
901,97,214.37,1556,67.9,2
902,476,1051.96,4650,333.2,2
903,456,1007.76,6529,319.2,1
904,108,238.68,5187,75.6,3
905,485,1071.85,2222,339.5,2
906,409,903.8899999999999,5197,286.3,2
907,162,358.02,1818,113.4,2
908,130,287.3,3807,91.0,2
909,225,497.25,3647,157.5,1
910,474,1047.54,6687,331.8,3
911,494,1091.74,6508,345.8,3
912,102,225.42000000000002,3511,71.4,3
913,383,846.4300000000001,4979,268.1,1
914,152,335.91999999999996,5112,106.4,3
915,394,870.7399999999999,3432,275.8,2
916,213,470.73,5240,149.1,1
917,193,426.53000000000003,6464,135.1,3
918,447,987.87,5480,312.9,2
919,262,579.02,5671,183.4,1
920,265,585.65,5035,185.5,2
921,79,174.59,6062,55.3,3
922,418,923.78,6456,292.6,2
923,414,914.9399999999999,2240,289.8,3
924,142,313.82,6880,99.4,3
925,313,691.73,2023,219.1,1
926,417,921.5699999999999,6180,291.9,3
927,220,486.2,6450,154.0,2
928,443,979.03,4035,310.1,3
929,196,433.15999999999997,2217,137.2,2
930,297,656.37,3708,207.9,2
931,74,163.54,3619,51.8,3
932,227,501.66999999999996,3861,158.9,1
933,326,720.46,5969,228.2,2
934,446,985.6600000000001,6189,312.2,1
935,306,676.26,2824,214.2,2
936,403,890.63,5345,282.1,3
937,325,718.25,5582,227.5,1
938,217,479.56999999999994,4638,151.9,3
939,408,901.6800000000001,2142,285.6,2
940,337,744.77,5267,235.9,2
941,191,422.11,2438,133.7,1
942,263,581.23,5712,184.1,2
943,293,647.53,5634,205.1,2
944,163,360.23,2566,114.1,2
945,375,828.75,2308,262.5,2
946,115,254.15,2223,80.5,3
947,161,355.81,5188,112.7,3
948,290,640.9,2372,203.0,2
949,466,1029.8600000000001,2641,326.2,3
950,287,634.27,6485,200.9,1
951,182,402.21999999999997,5128,127.4,1
952,249,550.29,5459,174.3,3
953,243,537.03,3358,170.1,1
954,100,221.0,3710,70.0,2
955,198,437.58000000000004,4846,138.6,3
956,479,1058.59,5439,335.3,1
957,470,1038.7,5409,329.0,3
958,480,1060.8,4964,336.0,3
959,215,475.15,3377,150.5,3
960,273,603.33,2045,191.1,3
961,107,236.47,3905,74.9,3
962,442,976.8199999999999,6390,309.4,1
963,87,192.27,6580,60.900000000000006,3
964,84,185.64000000000001,1524,58.8,3
965,493,1089.53,3963,345.1,2
966,177,391.16999999999996,5369,123.9,1
967,361,797.8100000000001,5738,252.7,3
968,254,561.34,4447,177.8,3
969,50,110.5,2661,35.0,3
970,346,764.6600000000001,1952,242.2,2
971,231,510.51,4291,161.7,3
972,85,187.85,2993,59.5,1
973,70,154.7,3633,49.0,1
974,492,1087.32,6491,344.4,1
975,482,1065.22,2709,337.4,3
976,308,680.6800000000001,4461,215.6,3
977,310,685.1,4777,217.0,1
978,279,616.59,4446,195.3,3
979,91,201.10999999999999,5411,63.7,2
980,233,514.9300000000001,3461,163.1,2
981,178,393.38,6217,124.6,1
982,379,837.5899999999999,4532,265.3,3
983,313,691.73,5022,219.1,2
984,448,990.08,3569,313.6,3
985,327,722.67,3347,228.9,3
986,257,567.97,2702,179.9,3
987,237,523.77,4771,165.9,1
988,427,943.67,5148,298.9,1
989,392,866.3199999999999,2411,274.4,1
990,224,495.04,4558,156.8,3
991,235,519.35,5027,164.5,3
992,199,439.79,2848,139.3,2
993,428,945.88,5095,299.6,1
994,113,249.73,4835,79.1,3
995,166,366.86,2444,116.2,1
996,113,249.73,5432,79.1,1
997,265,585.65,6645,185.5,3
998,387,855.27,1794,270.9,3
999,365,806.65,2827,255.5,1
1000,178,393.38,4129,124.6,1
1001,224,495.04,6151,156.8,1
1002,459,1014.3899999999999,1837,321.3,1
1003,400,884.0,6994,280.0,1
1004,390,861.9,2879,273.0,2
1005,182,402.21999999999997,5786,127.4,2
1006,250,552.5,3003,175.0,3
1007,83,183.43,2197,58.1,2
1008,298,658.58,6061,208.6,1
1009,91,201.10999999999999,1926,63.7,3
1010,323,713.83,4264,226.10000000000002,1
1011,305,674.05,2316,213.5,3
1012,390,861.9,6131,273.0,2
1013,418,923.78,2060,292.6,1
1014,74,163.54,5309,51.8,3
1015,91,201.10999999999999,1912,63.7,3
1016,410,906.1,3352,287.0,3
1017,55,121.55,1574,38.5,3
1018,416,919.36,2028,291.2,1
1019,82,181.22,1960,57.400000000000006,3
1020,197,435.36999999999995,6012,137.9,2
1021,395,872.95,6625,276.5,2
1022,119,262.99,2286,83.3,3
1023,166,366.86,2801,116.2,1
1024,207,457.46999999999997,5693,144.9,1
1025,282,623.22,1680,197.4,3
1026,154,340.34000000000003,2448,107.8,2
1027,493,1089.53,6561,345.1,3
1028,474,1047.54,6168,331.8,2
1029,404,892.8399999999999,4557,282.8,3
1030,359,793.3899999999999,1804,251.3,3
1031,440,972.4,6422,308.0,2
1032,96,212.15999999999997,4333,67.2,1
1033,186,411.06,6717,130.2,1
1034,360,795.6,3824,252.0,3
1035,63,139.23,3613,44.1,3
1036,406,897.26,2710,284.2,2
1037,363,802.23,1727,254.10000000000002,1
1038,213,470.73,6546,149.1,1
1039,122,269.62,5037,85.4,3
1040,285,629.85,5291,199.5,2
1041,296,654.16,5497,207.2,3
1042,183,404.43,5646,128.1,3
1043,174,384.54,6434,121.80000000000001,3
1044,155,342.55,5187,108.5,3
1045,70,154.7,2408,49.0,3
1046,290,640.9,4255,203.0,2
1047,116,256.36,3000,81.2,3
1048,79,174.59,2674,55.3,2
1049,457,1009.97,4876,319.9,1
1050,315,696.15,2729,220.5,1
1051,69,152.49,5452,48.3,1
1052,299,660.79,1500,209.3,3
1053,222,490.61999999999995,2421,155.4,1
1054,498,1100.58,2301,348.6,3
1055,112,247.52,3055,78.4,1
1056,346,764.6600000000001,2986,242.2,1
1057,230,508.3,4926,161.0,2
1058,227,501.66999999999996,3797,158.9,2
1059,102,225.42000000000002,3693,71.4,2
1060,163,360.23,2261,114.1,3
1061,91,201.10999999999999,6809,63.7,3
1062,168,371.28000000000003,2995,117.6,1
1063,323,713.83,1680,226.10000000000002,2
1064,459,1014.3899999999999,5454,321.3,2
1065,455,1005.55,6622,318.5,2
1066,70,154.7,1855,49.0,2
1067,245,541.45,2401,171.5,3
1068,61,134.81,3025,42.7,3
1069,385,850.85,4487,269.5,1
1070,260,574.6,1931,182.0,2
1071,82,181.22,5830,57.400000000000006,1
1072,56,123.76,4982,39.2,1
1073,268,592.28,3316,187.6,3
1074,222,490.61999999999995,6186,155.4,3
1075,327,722.67,4129,228.9,3
1076,444,981.2399999999999,5990,310.8,3
1077,349,771.29,4669,244.3,2
1078,322,711.62,3176,225.4,1
1079,372,822.12,5914,260.4,3
1080,497,1098.37,4459,347.9,3
1081,307,678.47,6415,214.9,3
1082,285,629.85,1829,199.5,2
1083,390,861.9,1523,273.0,2
1084,470,1038.7,2668,329.0,1
1085,389,859.6899999999999,1674,272.3,1
1086,262,579.02,2186,183.4,3
1087,257,567.97,3730,179.9,1
1088,107,236.47,4131,74.9,2
1089,427,943.67,1638,298.9,2
1090,389,859.6899999999999,1509,272.3,1
1091,184,406.64,5385,128.8,3
1092,82,181.22,4621,57.400000000000006,3
1093,306,676.26,3752,214.2,2
1094,363,802.23,4255,254.10000000000002,2
1095,298,658.58,3460,208.6,3
1096,467,1032.07,1631,326.9,3
1097,165,364.65,3011,115.5,1
1098,445,983.45,5070,311.5,3
1099,325,718.25,4892,227.5,3
1100,385,850.85,6301,269.5,1
1101,264,583.44,3512,184.8,1
1102,196,433.15999999999997,2661,137.2,1
1103,295,651.95,2453,206.5,1
1104,192,424.31999999999994,4776,134.4,3
1105,442,976.8199999999999,5168,309.4,2
1106,245,541.45,4427,171.5,3
1107,174,384.54,4998,121.80000000000001,2
1108,328,724.88,6438,229.60000000000002,2
1109,451,996.71,4152,315.7,1
1110,192,424.31999999999994,5021,134.4,3
1111,470,1038.7,5127,329.0,2
1112,150,331.5,5712,105.0,3
1113,109,240.89000000000001,5898,76.3,3
1114,131,289.51,5800,91.7,1
1115,388,857.48,6310,271.6,2
1116,86,190.05999999999997,4972,60.2,3
1117,270,596.7,4258,189.0,2
1118,408,901.6800000000001,6958,285.6,3
1119,194,428.74,1766,135.8,2
1120,107,236.47,6399,74.9,2
1121,361,797.8100000000001,5971,252.7,1
1122,494,1091.74,5793,345.8,1
1123,138,304.98,5578,96.6,2
1124,457,1009.97,1730,319.9,1
1125,72,159.12,2153,50.4,3
1126,371,819.9100000000001,3267,259.7,1
1127,177,391.16999999999996,3745,123.9,3
1128,98,216.57999999999998,4884,68.6,1
1129,358,791.1800000000001,2808,250.60000000000002,2
1130,354,782.3399999999999,4061,247.8,2
1131,380,839.8,5763,266.0,2
1132,479,1058.59,2895,335.3,1
1133,274,605.54,2601,191.8,1
1134,148,327.08,4883,103.6,2
1135,325,718.25,6802,227.5,2
1136,157,346.96999999999997,4948,109.9,1
1137,366,808.86,2517,256.2,1
1138,461,1018.8100000000001,2874,322.7,3
1139,141,311.61,5310,98.7,1
1140,225,497.25,1640,157.5,3
1141,327,722.67,5451,228.9,3
1142,197,435.36999999999995,4841,137.9,1
1143,431,952.51,6926,301.7,3
1144,266,587.86,2658,186.2,1
1145,54,119.34,4605,37.8,2
1146,379,837.5899999999999,5135,265.3,1
1147,437,965.77,3143,305.9,3
1148,158,349.18,5581,110.6,1
1149,150,331.5,5154,105.0,2
1150,414,914.9399999999999,1819,289.8,2
1151,405,895.05,2158,283.5,3
1152,450,994.5,1619,315.0,1
1153,250,552.5,6187,175.0,1
1154,433,956.9300000000001,6237,303.1,2
1155,299,660.79,5108,209.3,2
1156,221,488.40999999999997,1557,154.7,2
1157,396,875.1600000000001,6600,277.2,3
1158,88,194.48,2603,61.6,3
1159,380,839.8,4621,266.0,1
1160,447,987.87,5366,312.9,2
1161,485,1071.85,6246,339.5,1
1162,175,386.75,5965,122.5,2
1163,112,247.52,6284,78.4,1
1164,388,857.48,3657,271.6,1
1165,145,320.45,3625,101.5,1
1166,62,137.02,2825,43.4,1
1167,203,448.63,3019,142.1,3
1168,484,1069.6399999999999,3479,338.8,1
1169,293,647.53,4845,205.1,3
1170,386,853.0600000000001,4911,270.2,1
1171,142,313.82,5752,99.4,3
1172,283,625.4300000000001,5721,198.1,2
1173,87,192.27,5395,60.900000000000006,2
1174,288,636.48,6204,201.6,2
1175,213,470.73,3557,149.1,1
1176,314,693.9399999999999,5665,219.8,2
1177,224,495.04,5637,156.8,1
1178,315,696.15,1975,220.5,1
1179,74,163.54,2597,51.8,1
1180,485,1071.85,4696,339.5,3
1181,342,755.8199999999999,1847,239.4,3
1182,371,819.9100000000001,3168,259.7,3
1183,141,311.61,4569,98.7,2
1184,149,329.29,2901,104.3,2
1185,299,660.79,6293,209.3,2
1186,157,346.96999999999997,2375,109.9,1
1187,394,870.7399999999999,6763,275.8,3
1188,408,901.6800000000001,6546,285.6,1
1189,450,994.5,4849,315.0,3
1190,178,393.38,2492,124.6,2
1191,75,165.75,6123,52.5,1
1192,241,532.61,4077,168.7,1
1193,340,751.4,6387,238.0,1
1194,225,497.25,1716,157.5,1
1195,180,397.8,5819,126.0,3
1196,385,850.85,6195,269.5,3
1197,208,459.68,3938,145.6,2
1198,339,749.1899999999999,2193,237.3,3
1199,324,716.04,6756,226.8,3
1200,263,581.23,4583,184.1,3
1201,452,998.92,4553,316.4,2
1202,393,868.53,5368,275.1,1
1203,176,388.96,1909,123.2,3
1204,495,1093.95,3993,346.5,3
1205,370,817.7,5928,259.0,3
1206,80,176.8,5286,56.0,2
1207,276,609.96,5932,193.2,2
1208,443,979.03,3650,310.1,1
1209,419,925.9899999999999,4522,293.3,1
1210,243,537.03,5307,170.1,2
1211,366,808.86,2805,256.2,3
1212,383,846.4300000000001,3914,268.1,1
1213,455,1005.55,3689,318.5,3
1214,165,364.65,3808,115.5,3
1215,129,285.09000000000003,5588,90.3,2
1216,351,775.71,4292,245.7,2
1217,168,371.28000000000003,5793,117.6,2
1218,309,682.8899999999999,3386,216.3,3
1219,270,596.7,4830,189.0,3
1220,190,419.9,4099,133.0,1
1221,101,223.20999999999998,6185,70.7,1
1222,120,265.2,5196,84.0,1
1223,215,475.15,4902,150.5,2
1224,217,479.56999999999994,3026,151.9,1
1225,385,850.85,6553,269.5,2
1226,101,223.20999999999998,5169,70.7,1
1227,149,329.29,2746,104.3,1
1228,354,782.3399999999999,6463,247.8,1
1229,73,161.32999999999998,3560,51.1,3
1230,143,316.03,3060,100.1,2
1231,385,850.85,4593,269.5,2
1232,410,906.1,3185,287.0,2
1233,430,950.3,4422,301.0,1
1234,170,375.7,4592,119.0,2
1235,257,567.97,5923,179.9,3
1236,320,707.2,5020,224.0,2
1237,339,749.1899999999999,3426,237.3,3
1238,370,817.7,3913,259.0,2
1239,464,1025.44,3154,324.8,3
1240,274,605.54,4456,191.8,1
1241,322,711.62,3495,225.4,1
1242,424,937.04,2091,296.8,1
1243,217,479.56999999999994,3695,151.9,2
1244,220,486.2,3956,154.0,1
1245,128,282.88,5217,89.6,1
1246,282,623.22,5658,197.4,1
1247,123,271.83,5332,86.1,3
1248,121,267.40999999999997,2966,84.7,1
1249,66,145.86,4142,46.2,1
1250,462,1021.02,5072,323.4,2
1251,448,990.08,5813,313.6,3
1252,306,676.26,5640,214.2,1
1253,181,400.01,4603,126.7,2
1254,124,274.04,1966,86.8,1
1255,281,621.01,6261,196.7,3
1256,293,647.53,5579,205.1,3
1257,194,428.74,4418,135.8,1
1258,67,148.07,6015,46.9,3
1259,50,110.5,2738,35.0,3
1260,345,762.45,1691,241.5,3
1261,367,811.0699999999999,5274,256.9,2
1262,219,483.99,6503,153.3,1
1263,77,170.17000000000002,4579,53.9,2
1264,182,402.21999999999997,3624,127.4,2
1265,432,954.72,4821,302.4,1
1266,129,285.09000000000003,4542,90.3,2
1267,144,318.24,4658,100.8,1
1268,217,479.56999999999994,6947,151.9,3
1269,185,408.85,4539,129.5,3
1270,294,649.74,5702,205.8,1
1271,314,693.9399999999999,4358,219.8,2
1272,479,1058.59,1832,335.3,3
1273,257,567.97,4050,179.9,2
1274,170,375.7,3134,119.0,3
1275,478,1056.38,5100,334.6,2
1276,386,853.0600000000001,1571,270.2,3
1277,285,629.85,4712,199.5,1
1278,90,198.9,3367,63.0,3
1279,394,870.7399999999999,2539,275.8,2
1280,282,623.22,3106,197.4,3
1281,214,472.94,6932,149.8,1
1282,176,388.96,3648,123.2,2
1283,366,808.86,2495,256.2,1
1284,366,808.86,6289,256.2,2
1285,269,594.49,3571,188.3,3
1286,355,784.55,6165,248.5,1
1287,269,594.49,1529,188.3,2
1288,245,541.45,3744,171.5,2
1289,366,808.86,6143,256.2,1
1290,85,187.85,2368,59.5,2
1291,269,594.49,5522,188.3,3
1292,82,181.22,2345,57.400000000000006,3
1293,235,519.35,5276,164.5,2
1294,234,517.14,2218,163.8,2
1295,66,145.86,6742,46.2,2
1296,227,501.66999999999996,5625,158.9,3
1297,216,477.36,5164,151.2,2
1298,298,658.58,3745,208.6,2
1299,81,179.01,4636,56.7,2
1300,369,815.4899999999999,2487,258.3,2
1301,185,408.85,1811,129.5,3
1302,366,808.86,5806,256.2,1
1303,147,324.87,5913,102.9,2
1304,438,967.98,5750,306.6,2
1305,193,426.53000000000003,5849,135.1,1
1306,84,185.64000000000001,6405,58.8,1
1307,223,492.83000000000004,5016,156.1,3
1308,491,1085.1100000000001,2290,343.7,1
1309,392,866.3199999999999,6228,274.4,2
1310,472,1043.12,5447,330.4,2
1311,127,280.67,2062,88.9,3
1312,307,678.47,3687,214.9,2
1313,127,280.67,4869,88.9,1
1314,306,676.26,5610,214.2,2
1315,389,859.6899999999999,3330,272.3,2
1316,267,590.0699999999999,4278,186.9,2
1317,298,658.58,1710,208.6,1
1318,146,322.65999999999997,4897,102.2,2
1319,224,495.04,4481,156.8,1
1320,216,477.36,6249,151.2,1
1321,122,269.62,4549,85.4,2
1322,430,950.3,5310,301.0,2
1323,280,618.8,2029,196.0,2
1324,423,934.83,3881,296.1,1
1325,280,618.8,1640,196.0,2
1326,102,225.42000000000002,2723,71.4,1
1327,471,1040.91,2997,329.7,1
1328,209,461.89,1511,146.3,2
1329,486,1074.06,3389,340.2,2
1330,461,1018.8100000000001,4409,322.7,1
1331,321,709.4100000000001,2661,224.7,2
1332,253,559.13,6804,177.1,2
1333,264,583.44,5917,184.8,2
1334,267,590.0699999999999,4101,186.9,3
1335,198,437.58000000000004,6605,138.6,1
1336,86,190.05999999999997,1787,60.2,2
1337,177,391.16999999999996,4769,123.9,2
1338,313,691.73,2966,219.1,3
1339,343,758.03,4610,240.10000000000002,2
1340,225,497.25,1676,157.5,1
1341,482,1065.22,4070,337.4,3
1342,341,753.61,6633,238.7,3
1343,490,1082.9,6984,343.0,2
1344,489,1080.69,2608,342.3,2
1345,488,1078.48,5482,341.6,3
1346,218,481.78000000000003,6380,152.6,3
1347,369,815.4899999999999,6236,258.3,3
1348,82,181.22,5204,57.400000000000006,3
1349,345,762.45,3032,241.5,1
1350,440,972.4,6782,308.0,3
1351,247,545.87,5345,172.9,1
1352,389,859.6899999999999,6868,272.3,2
1353,105,232.05,3442,73.5,3
1354,216,477.36,3818,151.2,1
1355,248,548.08,1899,173.6,1
1356,65,143.65,6070,45.5,2
1357,163,360.23,6587,114.1,2
1358,334,738.1399999999999,6453,233.8,1
1359,128,282.88,1675,89.6,2
1360,223,492.83000000000004,3877,156.1,2
1361,311,687.3100000000001,2896,217.7,1
1362,235,519.35,4592,164.5,1
1363,478,1056.38,2287,334.6,1
1364,495,1093.95,2489,346.5,2
1365,397,877.37,4537,277.9,1
1366,194,428.74,6792,135.8,1
1367,469,1036.49,5202,328.3,3
1368,216,477.36,4834,151.2,3
1369,256,565.76,3433,179.2,1
1370,463,1023.23,3882,324.1,1
1371,413,912.73,5172,289.1,1
1372,88,194.48,3937,61.6,2
1373,387,855.27,1792,270.9,3
1374,489,1080.69,4224,342.3,2
1375,255,563.55,4353,178.5,1
1376,307,678.47,6655,214.9,3
1377,77,170.17000000000002,4308,53.9,1
1378,208,459.68,3970,145.6,1
1379,235,519.35,6786,164.5,1
1380,257,567.97,2120,179.9,3
1381,326,720.46,4147,228.2,3
1382,468,1034.28,1776,327.6,3
1383,276,609.96,5023,193.2,2
1384,295,651.95,6983,206.5,1
1385,405,895.05,6829,283.5,2
1386,412,910.52,6626,288.4,3
1387,432,954.72,4557,302.4,2
1388,325,718.25,2855,227.5,1
1389,91,201.10999999999999,1518,63.7,2
1390,396,875.1600000000001,5092,277.2,3
1391,382,844.22,2054,267.4,2
1392,57,125.97,6280,39.9,3
1393,243,537.03,1952,170.1,3
1394,358,791.1800000000001,4412,250.60000000000002,1
1395,150,331.5,4098,105.0,3
1396,228,503.88,6979,159.6,3
1397,397,877.37,5535,277.9,1
1398,406,897.26,6491,284.2,3
1399,203,448.63,4593,142.1,1
